1709388608
0
7	0	212423000	WIDOR	55.89446	-4.40062	0	301	2	1709388586	
7	0	304944000	ALREK	59.58949	16.5511	11.5	337.3	2	1709379687	
7	0	204709000	CORVO	38.53254	-28.62138	0.1	356	2	1709388515	
6	0	257200000	KONG HARALD	70.3847	22.39288	14.2	235.2	2	1709388542	
7	0	255806010	MONTE BRASIL	37.73536	-25.66572	0	92	2	1709388454	
6	0	215768000	HANSEATIC NATURE	68.23311	14.54619	1.3	184	2	1709388583	
7	0	273419350	ATLANTIC LADY	69.82038	31.9451	0	274	2	1709388305	
8	0	255806519	PATARA	58.73915	-2.49917	11.9	260	2	1709388607	
7	0	636017798	TRANSATLANTIC	46.05448	-1.27012	0.1	271	2	1709388531	
7	0	636093256	DANILA BAGROV	63.25092	4.55348	2.8	359	3	1709388607	
7	0	538008017	RADIANT REB	41.64712	41.65424	0	285	3	1709388134	
7	0	271049029	TURKON ISTANBUL	33.8183	35.49124	0	212	3	1709388591	
7	0	244534000	NEW AMSTERDAM	70.10352	22.99977	0	138	3	1709388593	
7	0	636018321	MSC ADRIANA II	45.25275	14.37852	6.8	40.6	3	1709388558	
6	0	230981000	FINNSTAR	56.03716	16.74303	21.6	60.8	3	1709388608	
7	0	255806481	INDEPENDENT QUEST	33.93572	-77.982	14.4	226	3	1709359905	
7	0	229665000	DIMITRIS C	36.81762	-35.02384	18	235.2	3	1709320056	
7	0	636017713	IDOMENEAS	20.03269	-70.25344	11.7	100.7	4	1709301908	
7	0	248455000	CMA CGM EIFFEL	46.81129	-3.66982	13.3	238.6	4	1709383884	
8	0	636022179	KINYRAS	39.08526	9.05233	0	322	4	1709369401	
8	0	309481000	ARCTIC DISCOVERER	70.28393	16.69687	10.8	49.9	4	1709388533	
7	0	563079000	NYK ROMULUS	44.63343	-63.56528	0	73	4	1709388537	
7	0	477321000	OOCL MONTREAL	47.22961	-70.57438	14.4	36.3	4	1709338733	
7	0	636021888	MSC FREEPORT	53.45409	-3.02655	0	133	4	1709388504	
7	0	538004987	PROSPER SUNWAITO	-0.88788	-87.05188	13.4	140.9	4	1709330614	
7	0	636014644	MSC PETRA	18.42458	-69.63023	0	350	4	1709388589	
7	0	538007479	HYUNDAI COURAGE	38.53495	-123.85793	11.5	314	4	1709368118	
7	0	256940000	ZIM SHANGHAI	34.74228	34.79191	12.6	358.9	4	1709388601	
7	0	563231000	APL MERLION	-32.53675	16.45547	18.7	323.5	4	1709324027	
8	0	257702000	POLAR VIKING	71.22005	29.24095	3	279	2	1709388584	
8	0	215064000	B GAS MARINER	54.96436	18.11787	12.2	269.3	2	1709388250	
7	0	244830818	ZAANBORG	63.57995	21.05301	12.5	74	2	1709351362	
6	0	258465000	TROLLFJORD	59.99478	5.90721	13.5	52.8	2	1709388572	
6	0	209262000	ASTERION II	45.0396	12.74217	20.4	143.3	3	1709388607	
8	0	403101001	AL HABIBAH	20.65513	39.52627	0	348	3	1709306334	
6	0	245417000	OOSTERDAM	-42.78	-56.34328	16.3	5	4	1709351531	
7	0	636092784	TUCAPEL	43.22318	-34.68649	17	258.6	4	1709312153	
7	0	477617600	OOCL WASHINGTON	18.01752	-103.83883	17	121	4	1709308200	
6	0	311000710	NORWEGIAN BLISS	26.51101	-114.60846	21.2	318.2	4	1709388376	
7	0	218364000	FRANKFURT EXPRESS	38.88905	-10.43808	10	5	4	1709388559	
7	0	636093158	RDO ACE	47.26071	-122.38625	0	312	4	1709388456	
0	0	538007878	SEACOR CONGO	10.64833	-61.62217	0.1	43	2	1709388355	
0	0	232015468	SEAWAY AIMERY	54.69915	-1.19498	0.1	43	2	1709388563	
0	0	538007928	TRANSOCEAN NORGE	64.94647	6.94915	0.2	230	2	1709388600	
6	0	259322000	POLARLYS	62.47577	6.15283	0	254	2	1709388490	
7	0	636020064	CONTSHIP JOY	32.75954	29.00736	10.8	154.1	2	1709322531	
7	0	304474000	PEYTON LYNN C	59.87661	10.71693	11.4	64.8	2	1709388604	
8	0	257037270	EK-STREAM	64.0256	22.69475	11.7	255.6	2	1709387482	
8	0	563093400	ARGENT DAISY	37.72033	-122.34033	0	191	3	1709388607	
8	0	235113771	BRITISH ENGINEER	51.69824	-5.02947	0	90	3	1709388456	
8	0	538005746	SILVER CINDY	8.85484	-79.50543	0.1	343	3	1709388216	
7	0	538010348	FEDERAL ISLAND	-2.57471	-44.37158	0	324	3	1709323962	
7	0	248741000	MILA	-32.75215	-71.49127	0.2	271	3	1709355948	
6	0	311040800	HARMONY LEADER	-41.09673	-59.75231	16.1	222.4	3	1709348130	
6	0	310531000	EMERALD PRINCESS	12.10503	-68.94447	0	108	4	1709388601	
7	0	565648000	WINNING ZEPHYR	-33.75217	17.3865	14.3	319.2	4	1709369906	
6	0	311082000	NORWEGIAN STAR	-39.01488	-55.73854	15.9	5.8	4	1709353435	
7	0	352871000	MSC CANDICE	29.9268	32.55579	5.1	229.2	4	1709310953	
3	0	258283000	NAUTILUS BALDER	66.02239	12.62199	0	222	1	1709388463	
3	0	257270000	EDDA FRAM	57.13974	-2.08377	0	268	2	1709388484	
8	0	266009000	BITFLOWER	53.26947	-9.0481	0	309	2	1709388471	
6	0	259139000	NORDLYS	69.64652	18.96045	0	40	2	1709388566	
8	0	257436000	STEN FRIGG	56.91116	11.81717	9	338.8	2	1709388602	
7	0	215170000	NEPTUNE AEGLI	43.44235	-3.82261	0.1	276	2	1709388420	
6	0	247334600	GNV BLU	41.2821	19.33493	13.3	266	3	1709330083	
7	0	538009734	VIKING SEA	23.12085	-106.75956	14.9	261	3	1709342930	
8	0	354801000	CHEMROAD HAYA	29.04003	48.17419	0	153	3	1709388540	
8	0	710012450	ROMULO ALMEIDA	-3.70637	-38.48527	2.4	165	3	1709331965	
8	0	636013938	HORIZON ARMONIA	-12.7534	-38.62487	0	121	3	1709304103	
8	0	345030072	MIGUEL HIDALGO II	22.25855	-97.80149	0	247	3	1709388306	
8	0	352002813	BOLOGNIA FALCON	59.81815	28.40792	0.1	153	3	1709388338	
7	0	257277000	BONAS	35.9723	-28.65753	12.4	269	3	1709375122	
7	0	235088041	STAR MAIA	-8.30217	-34.78457	13.3	172.3	3	1709310681	
7	0	636017045	HSL NIKE	36.9037	-75.9221	9.8	133.5	3	1709320971	
7	0	477694200	GENOA EXPRESS	40.17117	-26.33188	12.2	105	3	1709348260	
6	0	246442000	ZAANDAM	-3.13697	-60.03036	0	294	3	1709329801	
7	0	248402000	CMA CGM BELLINI	34.45997	35.82746	0	44	4	1709385118	
6	0	235103357	SAPPHIRE PRINCESS	-34.92457	-56.22466	8.7	359.9	4	1709375049	
7	0	636023783	LILA DALIAN	46.5707	31.00527	9.5	10	4	1709302451	
7	0	538005734	SAN FERNANDO	-20.58802	55.0831	18.2	234.7	4	1709388604	
8	0	538003073	UMM AL AMAD	41.1521	17.75581	18	132.1	4	1709387060	
7	0	636017882	MSC VIVIANA	40.76074	29.74252	0	325	4	1709388439	
6	0	231763000	QUEST	69.12603	17.67815	11.1	69.8	1	1709388600	
6	0	225416000	CIUDAD DE BARCELONA	39.17276	2.02251	21.3	236	3	1709381314	
8	0	240904000	KINAROS	11.2554	-74.87953	9.4	13	3	1709335307	
6	0	230705000	VIKING XPRS	59.44552	24.76287	0	232	3	1709388483	
8	0	566931000	HAFNIA SEINE	27.0652	51.29149	11.5	91.3	3	1709332568	
7	0	256172000	MSC CORUNA	49.46176	0.13408	0	282	4	1709388563	
7	0	636092680	TIRUA	39.90024	-75.13489	0	199	4	1709388459	
7	0	219034000	MANCHESTER MAERSK	54.38822	18.71078	0	325	4	1709388514	
7	0	211286440	HANNI	57.39289	8.99577	11.1	236.6	2	1709388600	
7	0	211732570	MONIKA DEYMANN	51.4471	6.71331	6	212.6	2	1709388326	
6	0	310841000	SUN PRINCESS	36.53151	20.46757	19.1	109.6	4	1709314777	
7	0	538010388	TRAVELLER	57.69612	-4.02799	0	511	2	1709388563	
3	0	257291000	NORMAND OCEAN	60.4137	5.00798	0	179	2	1709388458	
6	0	258478000	VESTERALEN	70.24338	30.99871	15	37.7	2	1709388530	
3	0	303879000	US GOVT VESSEL	32.49724	-117.60138	11	177.5	2	1709381302	
8	0	538008428	DALE	36.86841	13.64549	11.9	299.2	3	1709376677	
6	0	230629000	VIKING GRACE	60.06213	20.41009	13.5	85.6	3	1709387712	
6	0	310674000	REGAL PRINCESS	20.77702	-86.83376	24.5	35.7	4	1709332414	
9	0	215000168	VESPUCCI	43.56191	7.11418	0	511	1	1709388457	
7	0	305576000	ELBSKY	55.64433	21.16249	0	325	2	1709388594	
8	0	566555000	HAFNIA EAGLE	-29.92103	31.17813	12.9	155.8	3	1709381535	
7	0	565213000	LUCIE SCHULTE	50.49362	1.00747	12.5	72	3	1709387703	
7	0	255806093	AS CYPRIA	31.45803	31.7617	0	511	3	1709321234	
7	0	255806065	STADT DRESDEN	36.74938	-23.08945	16.6	258.5	3	1709387418	
7	0	566882000	APL CHANGI	36.60052	-8.62907	9.9	276.5	4	1709388601	
7	0	211315100	CONTAINERSHIPS 6	35.896	-5.4905	0	43	2	1709388570	
8	0	538008852	KALINKA	18.4572	39.67142	12.9	158	3	1709339364	
6	0	240815000	SUPERFAST I	40.6391	18.36584	22	302.5	3	1709352851	
6	0	311058700	DISNEY FANTASY	28.41303	-80.6282	0	135	4	1709388581	
7	0	215480000	SEAPOWER I	41.43193	28.98085	0.6	306	3	1709388602	
6	0	247302900	AIDASOL	71.16528	25.34919	18.3	62.4	4	1709388506	
6	0	310610000	AZURA	28.47365	-16.24495	0	20	4	1709388481	
8	0	352001760	MAVKA	46.33611	30.65208	0	147	2	1709387292	
9	0	247228010	STELLA DI MARE	17.01292	-61.77014	0	262	1	1709388489	
9	0	256126000	ALASKA	40.84289	14.27772	0	23	1	1709388571	
9	0	247165300	MY FAIR LADY	37.9291	23.68301	0	511	1	1709388511	
9	0	247999000	AMERIGO VESPUCCI	-34.84912	-57.89698	0	511	1	1709339138	
9	0	247339400	REGINA D'ITALIA	43.54471	10.2948	0	122	2	1709388601	
6	0	403136000	AMANAH	21.30655	38.99105	7.8	35.5	2	1709387760	
6	0	230184000	SILJA SERENADE	60.16142	24.9597	0	137	3	1709388554	
7	0	477004600	COSCO WELLINGTON	-33.90799	18.44546	0	135	4	1709388484	
3	0	258826000	GEO BARENTS	37.12799	15.56473	7.9	116.1	2	1709373366	
9	0	249555000	MALTESE FALCON	18.03042	-63.10872	0	52	2	1709388443	
6	0	622135002	AMMAN	19.17176	37.44956	13.7	224.1	2	1709382340	
0	0	270257000	RIO2	51.03604	13.83101	4	108.2	2	1709364778	
7	0	308688000	EMERALD LEADER	36.98553	-1.28031	13.5	44.2	3	1709388490	
7	0	412034000	YAN DANG HAI	49.71252	-5.74086	6.4	266.9	3	1709343602	
6	0	240672000	BLUE STAR CHIOS	35.75998	27.22544	15.9	262.7	2	1709387536	
6	0	229090000	MEIN SCHIFF 3	57.10747	5.3857	15.9	157.7	4	1709373018	
7	0	309586000	NORDIC RAY	57.68994	11.86691	0	197	2	1709388482	
6	0	310805000	RENAISSANCE	59.47889	4.16872	16.2	0	3	1709388522	
6	0	247391900	COSTA SMERALDA	44.3103	8.48681	0	232	4	1709387929	
7	0	636020868	PORTO KAGIO	29.91172	-90.10845	0	269	4	1709388171	
6	0	352003000	MSC MUSICA	-26.651	-48.2635	19	43.6	4	1709335015	
7	0	255806476	SKALAR	58.06473	20.081	15.2	216.5	2	1709373103	
6	0	229678000	MEIN SCHIFF 4	14.88698	-61.57803	8.6	335.5	4	1709373590	
6	0	247374100	MOBY DADA	43.33663	5.34318	0	275	3	1709388399	
6	0	371861000	MSC PREZIOSA	-23.08018	-44.28277	11.4	11.3	4	1709380905	
6	0	247435300	AIDACOSMA	28.13879	-15.42308	0	136	4	1709388194	
6	0	247311100	COSTA FAVOLOSA	-23.95286	-46.3095	0	146	4	1709388540	
7	0	636093156	BREMEN EXPRESS	40.67069	-74.14081	0	29	4	1709388511	
6	0	239924000	BLUE STAR PAROS	36.82832	25.8627	0	359	2	1709387949	
7	0	255806139	DANITA	58.5942	17.78359	0.1	122	2	1709388581	
6	0	247438100	GNV SPIRIT	38.13	13.36474	0	77	3	1709388482	
6	0	247312900	AIDAMAR	43.45689	-9.1572	13.6	274.2	4	1709368292	
6	0	259210000	OTTO SVERDRUP	55.54072	7.39957	12.7	316.6	2	1709388557	
7	0	229625000	MSC AJACCIO	38.63205	0.33911	16.5	209.5	4	1709381391	
6	0	247389200	AIDANOVA	53.53082	9.96004	0	306	4	1709388462	
8	0	525008067	GALUNGGUNG	25.36475	55.38026	0	228	3	1709388434	
6	0	311493000	MARINER OF THE SEAS	22.33416	-74.44375	18.1	168.1	4	1709336565	
7	0	255915618	ROME EXPRESS	31.94934	-80.2411	0	110	4	1709388372	
8	0	255806147	CLIO	25.16476	56.51127	0	54	4	1709388460	
7	0	636021177	FORTUNE COOKIE	50.89322	-8.43792	11.1	170.8	3	1709369025	
8	0	235111639	BW LIBRA	30.01058	-93.9935	0	107	3	1709388197	
6	0	311042900	DISNEY DREAM	26.0786	-77.53833	0.1	211	4	1709388608	
6	0	311000807	SCARLET LADY	25.3732	-79.87847	15.8	165.6	4	1709346395	
6	0	244001058	MSTX 34	51.90354	4.48446	0	511	1	1709388454	
6	0	244013532	BRUUZER	52.99227	4.68846	2.8	511	1	1709387061	
3	0	244820741	RUNNER	53.43556	5.77575	0.1	511	1	1709388597	
59.4338	0.4542
0.017209053039551
